state,plate_title,plate_img,color_bg,text_color,visual_elements,category,rarity,layout_style,confidence_score,notes,source
AR,Committed To Education License Plate - Design 2,education_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.657,Improved auto-classification with 65.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/committed-to-education-license-plate-design-2
AR,Congressional Medal of Honor License Plate,ar_mh_lg.jpg,white,dark_on_light,text_focused,military,uncommon,text_focused,0.752,Improved auto-classification with 75.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/congressional-medal-of-honor-license-plate
AR,Department of Conservation Districts,Conservation_lg.jpg,multicolor,dark_on_light,text_focused,environmental,rare,text_focused,0.69,Improved auto-classification with 69.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/department-of-conservation-districts
AR,Disabled Veteran License Plate - Free,davfree_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.789,Improved auto-classification with 78.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/disabled-veteran-license-plate-free3
AR,Distinguished Flying Cross Plate,dfcross_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.758,Improved auto-classification with 75.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/distinguished-flying-cross-plate
AR,"Dr. Martin Luther King, Jr.",mlk_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.71,Improved auto-classification with 71.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/dr.-martin-luther-king-jr
AR,"Dr. Martin Luther King, Jr. Commission License Plate",mlk2_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.593,Improved auto-classification with 59.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/dr.-martin-luther-king-jr.-commission-license-plate
AR,Ducks Unlimited License Plate - Design 1 - Valid No Longer Issued,du_design1_lg.jpg,white,dark_on_light,text_focused,sports,rare,text_focused,0.686,Improved auto-classification with 68.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/ducks-unlimited-license-plate-design-1-valid-no-longer-issued1
AR,Ducks Unlimited License Plate - Design 2,du_design2_lg.jpg,multicolor,dark_on_light,text_focused,sports,rare,text_focused,0.56,Improved auto-classification with 56.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/ducks-unlimited-license-plate-design-2
AR,Ducks Unlimited License Plate - Design 3,du_design3_lg.jpg,multicolor,dark_on_light,text_focused,sports,rare,text_focused,0.564,Improved auto-classification with 56.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/ducks-unlimited-license-plate-design-3
AR,Emergency Medical Services License Plate,ems_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.749,Improved auto-classification with 74.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/emergency-medical-services-license-plate
AR,Ex-Prisoner Of War License Plate,redtop_expow_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.666,Improved auto-classification with 66.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/ex-prisoner-of-war-license-plate
AR,Farm To Market Bus License Plate,redtop_fmbus_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.685,Improved auto-classification with 68.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/farm-to-market-bus-license-plate
AR,Fire Fighter License Plate (Active),firefighter_lg.jpg,white,dark_on_light,text_focused,professional,uncommon,text_focused,0.706,Improved auto-classification with 70.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/fire-fighter-license-plate-active
AR,Fire Fighter License Plate (Memorial),firefighter_memorial_lg.jpg,multicolor,dark_on_light,text_focused,professional,rare,text_focused,0.563,Improved auto-classification with 56.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/fire-fighter-license-plate-memorial
AR,Fire Fighter License Plate (Retired),firefighter_ret_lg.jpg,white,dark_on_light,text_focused,professional,uncommon,text_focused,0.763,Improved auto-classification with 76.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/fire-fighter-license-plate-retired
AR,Freemason License Plate,freemason_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.615,Improved auto-classification with 61.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/freemason-license-plate
AR,Game & Fish Bird Dog License Plate,GameFishBirdDog2ndCAD2020.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.579,Improved auto-classification with 57.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-bird-dog-license-plate
AR,Game & Fish Crappie Fish License Plate,agfcCrappieFish_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.483,Improved auto-classification with 48.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-crappie-fish-license-plate
AR,Game & Fish Deer License Plate,GameFishDeer1stCAD.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.609,Improved auto-classification with 60.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-deer-license-plate
AR,Game & Fish Ivory Billed Woodpecker Plate,agfc_woodpecker_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.568,Improved auto-classification with 56.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-ivory-billed-woodpecker-plate
AR,Game & Fish Longear Sunfish License Plate,Longear_Sunfish_v1_RS.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.584,Improved auto-classification with 58.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-longear-sunfish-license-plate
AR,Game & Fish Monarch Butterfly,Monarch_Butterfly_GameFish.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.548,Improved auto-classification with 54.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-monarch-butterfly
AR,Game & Fish Red Cardinal License Plate,RedCardinal_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.598,Improved auto-classification with 59.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-red-cardinal-license-plate
AR,Game and Fish Black Bear License Plate,agfc_bear_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.488,Improved auto-classification with 48.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-black-bear-license-plate
AR,Game and Fish Black Lab License Plate,agfc_blacklab_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.525,Improved auto-classification with 52.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-black-lab-license-plate
AR,Game and Fish Butterfly License Plate,agfc_butterfly_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.554,Improved auto-classification with 55.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-butterfly-license-plate
AR,Game and Fish Deer (New Design) License Plate,agfc_deer_2011_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.508,Improved auto-classification with 50.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-deer-new-design-license-plate
AR,Game And Fish Deer License Plate,agfc_deer_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.523,Improved auto-classification with 52.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-deer-license-plate
AR,Game and Fish Eagle Plate,agfc_eagle_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.599,Improved auto-classification with 59.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-eagle-plate1
AR,Game and Fish Elk License Plate,agfc_elk_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.504,Improved auto-classification with 50.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-elk-license-plate1
AR,Game And Fish Hummingbird License Plate,agfc_hummingbird_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.621,Improved auto-classification with 62.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-hummingbird-license-plate1
AR,Game and Fish Largemouth Bass License Plate,agfc_bass_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.693,Improved auto-classification with 69.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-largemouth-bass-license-plate1
AR,Game and Fish Mallard Duck License Plate,afgc_mallard_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.5,Improved auto-classification with 50.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-mallard-duck-license-plate1
AR,Game And Fish Rainbow Trout License Plate,agfc_trout_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.673,Improved auto-classification with 67.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-rainbow-trout-license-plate1
AR,Game and Fish Red Fox License Plate,GameFish_RedFox.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.617,Improved auto-classification with 61.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-red-fox-license-plate1
AR,Game and Fish Smallmouth Bass License Plate,agfcSmBass_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.638,Improved auto-classification with 63.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-smallmouth-bass-license-plate1
AR,Game and Fish Squirrel License Plate,agfcSquirrel_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.589,Improved auto-classification with 58.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-squirrel-license-plate1
AR,Game and Fish Wild Turkey License Plate,agfc_turkey_lg.jpg,multicolor,dark_on_light,text_focused,sports,uncommon,text_focused,0.672,Improved auto-classification with 67.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-and-fish-wild-turkey-license-plate1
AR,Game Fish Pintail Duck License Plate,GameFishPintailDuck1stCAD.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.6,Improved auto-classification with 60.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/game-fish-pintail-duck-license-plate
AR,Gold Star Family License Plate,goldstar_family_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.672,Improved auto-classification with 67.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/gold-star-family-license-plate1
AR,Golf Association License Plate,golf_lg.jpg,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.653,Improved auto-classification with 65.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/golf-association-license-plate1
AR,Grand Lodge of Arkansas,GrandLodgeofArkansas1stCAD.png,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.645,Improved auto-classification with 64.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/grand-lodge-of-arkansas
AR,Harding University License Plate,harding_lg.jpg,white,dark_on_light,text_focused,university,uncommon,text_focused,0.666,Improved auto-classification with 66.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/harding-university-license-plate1
AR,Hearse License Plate,MISSING.png,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.871,Improved auto-classification with 87.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/hearse-license-plate1
AR,Henderson State University License Plate,henderson_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.761,Improved auto-classification with 76.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/henderson-state-university-license-plate1
AR,Hendrix College License Plate,hendrix_lg.jpg,multicolor,dark_on_light,text_focused,sports,uncommon,text_focused,0.698,Improved auto-classification with 69.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/hendrix-college-license-plate1
AR,Hospice and Palliative Care,HospicePalliativeCare_lg.jpg,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.693,Improved auto-classification with 69.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/hospice-and-palliative-care1
AR,Humane Society of the Ozarks License Plate,humaneSociety_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.645,Improved auto-classification with 64.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/humane-society-of-the-ozarks-license-plate1
AR,In God We Trust License Plate,igwe_lg.jpg,multicolor,dark_on_light,text_focused,cause_charity,rare,text_focused,0.557,Improved auto-classification with 55.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/in-god-we-trust-license-plate1
AR,John Brown University License plate,JohnBrownUniversity1stCAD.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.712,Improved auto-classification with 71.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/john-brown-university-license-plate
AR,Justice of the Peace License Plate,redtop_jp_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.675,Improved auto-classification with 67.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/justice-of-the-peace-license-plate1
AR,Kappa Alpha PSI Fraternity License Plate,Kappa_Alpha_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.636,Improved auto-classification with 63.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/kappa-alpha-psi-fraternity-license-plate1
AR,Korean Veteran License Plate,korean_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.699,Improved auto-classification with 69.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/korean-veteran-license-plate1
AR,Little Rock Air Force Base,MISSING.png,white,dark_on_light,text_focused,military,uncommon,text_focused,0.87,Improved auto-classification with 87.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/little-rock-air-force-base1
AR,Little Rock Rangers Soccer Club,LittleRockRangersSoccerClub2ndCAD.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.669,Improved auto-classification with 66.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/little-rock-rangers-soccer-club
AR,Lyon College License Plate,lyons_lg.jpg,white,dark_on_light,text_focused,sports,uncommon,text_focused,0.586,Improved auto-classification with 58.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/lyon-college-license-plate1
AR,Merchant Marine Retired License Plate,redtop_retmm_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.669,Improved auto-classification with 66.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/merchant-marine-retired-license-plate1
AR,Mid-South Community College License Plate,mscc_lg.jpg,white,dark_on_light,text_focused,sports,uncommon,text_focused,0.673,Improved auto-classification with 67.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/mid-south-community-college-license-plate1
AR,National Guard License Plate,national_guard_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.673,Improved auto-classification with 67.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/national-guard-license-plate1
AR,National Multiple Sclerosis Society License Plate,MISSING.png,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.871,Improved auto-classification with 87.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/national-multiple-sclerosis-society-license-plate1
AR,National Park Community College License Plate,NationalParkCollege_lg.jpg,multicolor,dark_on_light,text_focused,sports,uncommon,text_focused,0.545,Improved auto-classification with 54.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/national-park-community-college-license-plate1
AR,National Wild Turkey Federation,NWTF_lg.jpg,white,dark_on_light,text_focused,sports,uncommon,text_focused,0.547,Improved auto-classification with 54.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/national-wild-turkey-federation1
AR,Northwest Arkansas Community College Plate,nwacc_lg.jpg,white,dark_on_light,text_focused,sports,uncommon,text_focused,0.645,Improved auto-classification with 64.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/northwest-arkansas-community-college-plate1
AR,Not For Hire Bus License Plate,nfh_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.702,Improved auto-classification with 70.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/not-for-hire-bus-license-plate1
AR,Omega PSI PHI Fraternity License Plate,omegapsiphi_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.577,Improved auto-classification with 57.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/omega-psi-phi-fraternity-license-plate1
AR,Operation Enduring Freedom Veteran License Plate,MISSING.png,white,dark_on_light,text_focused,military,uncommon,text_focused,0.87,Improved auto-classification with 87.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/operation-enduring-freedom-veteran-license-plate1
AR,Operation Iraqi Freedom Veteran License Plate,iraqi_freedom_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.693,Improved auto-classification with 69.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/operation-iraqi-freedom-veteran-license-plate1
AR,Organ Donor Awareness License Plate,organ_donor_lg.jpg,white,dark_on_light,text_focused,cause_charity,rare,text_focused,0.685,Improved auto-classification with 68.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/organ-donor-awareness-license-plate1
AR,Ouachita Baptist University License Plate,obu_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.658,Improved auto-classification with 65.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/ouachita-baptist-university-license-plate1
AR,Pearl Harbor Survivor License Plate,pearlharbor_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.782,Improved auto-classification with 78.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/pearl-harbor-survivor-license-plate1
AR,Persian Gulf War Veteran License Plate,persiangulf_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.695,Improved auto-classification with 69.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/persian-gulf-war-veteran-license-plate1
AR,Personalized License Plate,pclp_lg.jpg,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.536,Improved auto-classification with 53.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/personalized-license-plate1
AR,Personalized Motorcycle License Plate,mc_personalized_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.801,Improved auto-classification with 80.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/personalized-motorcycle-license-plate1
AR,Persons With Disabilities License Plate,disabled_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.651,Improved auto-classification with 65.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/persons-with-disabilities-license-plate
AR,Persons with Disabilities Motorcycle License Plate,mc_disabled_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.785,Improved auto-classification with 78.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/persons-with-disabilities-motorcycle-license-plate1
AR,Persons With Disabilities Placard,hand_stacked_placards.gif,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.956,Improved auto-classification with 95.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/persons-with-disabilities-placard1
AR,Phi Beta Sigma Fraternity License Plate,phiBetaSigma_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.753,Improved auto-classification with 75.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/phi-beta-sigma-fraternity-license-plate1
AR,Prince Hall Grand Lodge of Arkansas,PrinceHallGrandLodgeofArkansas4thCAD.png,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.733,Improved auto-classification with 73.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/prince-hall-grand-lodge-of-arkansas
AR,Purple Heart - Combat Wounded License Plate,purpleheart_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.68,Improved auto-classification with 68.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/purple-heart-combat-wounded-license-plate1
AR,Purple Heart Motorcycle License Plate,mc_purpleheart_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.789,Improved auto-classification with 78.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/purple-heart-motorcycle-license-plate1
AR,Quail Forever,Quail_Forever_CAD_1st_%28006%29.png,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.643,Improved auto-classification with 64.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/quail-forever
AR,Realtor License Plate,realtor_lg.jpg,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.768,Improved auto-classification with 76.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/realtor-license-plate1
AR,School Vehicle License Plate,schoolvehicle_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.731,Improved auto-classification with 73.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/school-vehicle-license-plate1
AR,Search and Rescue License Plate,sar_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.801,Improved auto-classification with 80.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/search-and-rescue-license-plate1
AR,Sheep Dog Impact Assistance License Plate,sdia_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.588,Improved auto-classification with 58.8% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/sheep-dog-impact-assistance-license-plate1
AR,Sons of Confederate Veterans License Plate,sonsOfConfVets_sm.png,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.515,Improved auto-classification with 51.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/sons-of-confederate-veterans-license-plate1
AR,Southern Arkansas University License Plate,sau_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.597,Improved auto-classification with 59.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/southern-arkansas-university-license-plate1
AR,Street Rod or Custom Vehicle License Plate,MISSING.png,white,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.871,Improved auto-classification with 87.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/street-rod-or-custom-vehicle-license-plate1
AR,Support Animal Rescue and Shelters License Plate,animalshelter_lg.jpg,multicolor,dark_on_light,text_focused,cause_charity,rare,text_focused,0.587,Improved auto-classification with 58.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/support-animal-rescue-and-shelters-license-plate1
AR,Support Our Troops License Plate,sot_lg.jpg,multicolor,dark_on_light,text_focused,cause_charity,rare,text_focused,0.563,Improved auto-classification with 56.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/support-our-troops-license-plate1
AR,"Support Spay or Neutering Specialty License Plate for North Little Rock Friends of Animals, Inc.",spayneuter_lg.jpg,multicolor,dark_on_light,text_focused,cause_charity,rare,text_focused,0.621,Improved auto-classification with 62.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/support-spay-or-neutering-specialty-license-plate-for-north-little-rock-friends-of-animals-inc1
AR,Susan G. Komen Breast Cancer License Plate,breast_cancer_lg.jpg,multicolor,dark_on_light,text_focused,cause_charity,rare,text_focused,0.691,Improved auto-classification with 69.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/susan-g.-komen-breast-cancer-license-plate1
AR,Taxi Cab License Plate,taxi_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.774,Improved auto-classification with 77.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/taxi-cab-license-plate1
AR,Transporter License Plate,transporter_lg.jpg,multicolor,dark_on_light,text_focused,specialty_paid,uncommon,text_focused,0.765,Improved auto-classification with 76.5% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/transporter-license-plate1
AR,University of Arkansas Agriculture 4-H License Plate,4h_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.686,Improved auto-classification with 68.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-agriculture-4-h-license-plate1
AR,University Of Arkansas at Fayetteville License Plate - Current,HT_ArkansasTag.png,white,dark_on_light,text_focused,university,uncommon,text_focused,0.771,Improved auto-classification with 77.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-at-fayetteville-license-plate-current2
AR,University of Arkansas at Little Rock License Plate,ualr_lg.jpg,white,dark_on_light,text_focused,university,uncommon,text_focused,0.732,Improved auto-classification with 73.2% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-at-little-rock-license-plate1
AR,University of Arkansas at Monticello License Plate,uam_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.576,Improved auto-classification with 57.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-at-monticello-license-plate1
AR,University Of Arkansas at Pine Bluff License Plate,uapb_lg.jpg,blue,light_on_dark,text_focused,university,uncommon,text_focused,0.56,Improved auto-classification with 56.0% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-at-pine-bluff-license-plate1
AR,University Of Arkansas Fort Smith License Plate,UofAFortSmith_lg.jpg,blue,light_on_dark,text_focused,university,uncommon,text_focused,0.564,Improved auto-classification with 56.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-fort-smith-license-plate1
AR,University of Arkansas Medical Sciences License Plate,uams_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.503,Improved auto-classification with 50.3% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-arkansas-medical-sciences-license-plate1
AR,University Of Central Arkansas License Plate 1st Design,uca_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.666,Improved auto-classification with 66.6% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-central-arkansas-license-plate-1st-design1
AR,University of Central Arkansas License Plate 2nd Design,uca2_lg.jpg,multicolor,dark_on_light,text_focused,university,uncommon,text_focused,0.547,Improved auto-classification with 54.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-central-arkansas-license-plate-2nd-design1
AR,University of the Ozarks License Plate,MISSING.png,white,dark_on_light,text_focused,university,uncommon,text_focused,0.864,Improved auto-classification with 86.4% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/university-of-the-ozarks-license-plate1
AR,Veteran of Foreign Wars Motorcycle License Plate,vfw_mc_lg.jpg,white,dark_on_light,text_focused,military,uncommon,text_focused,0.549,Improved auto-classification with 54.9% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/veteran-of-foreign-wars-motorcycle-license-plate1
AR,Veterans of Foreign Wars,MISSING.png,white,dark_on_light,text_focused,military,uncommon,text_focused,0.871,Improved auto-classification with 87.1% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/veterans-of-foreign-wars1
AR,Vietnam War Veteran License Plate,vietnam_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.667,Improved auto-classification with 66.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/vietnam-war-veteran-license-plate1
AR,World War II Veteran License Plate,wwII_lg.jpg,multicolor,dark_on_light,text_focused,military,uncommon,text_focused,0.707,Improved auto-classification with 70.7% confidence,https://www.dfa.arkansas.gov/specialty-plates/details/world-war-ii-veteran-license-plate1
